시설물명,시설물구분,시설물종류,준공일,종별,위치,차기점검진단일,등급,최종점검진단일
장수천1교(1),교량,도로교량,19970310,2종,인천광역시 남동구 만수동,20190414,B등급,20170414
율곡천교,교량,도로교량,20020630,1종,경상북도 김천시 농소면 신촌리,20180626,B등급,20170423
내성천교(춘천),교량,도로교량,19991209,2종,경상북도 예천군 보문면 오신리,20190630,B등급,20170630
서안성IC3교,교량,도로교량,20021226,2종,경기도 안성시 원곡면 칠곡리,20181025,B등급,20161025
서안성IC2교,교량,도로교량,20021226,2종,경기도 안성시 원곡면 칠곡리,20171204,B등급,20151204
신갈JCT육교(인천1),교량,도로교량,20010520,2종,경기도 용인시 기흥구 신갈동,20180715,B등급,20160715
신갈JCT육교(강릉1),교량,도로교량,20010520,2종,경기도 용인시 기흥구 신갈동,20180715,B등급,20160715
부안IC1교(목포),교량,도로교량,20020730,2종,전라북도 부안군 동진면 하장리,20190617,B등급,20170617
하장2교(서울),교량,도로교량,20020730,2종,전라북도 부안군 동진면 하장리,20190608,B등급,20170608
안산JCT6교(서울1),교량,도로교량,20010510,2종,경기도 안산시 상록구 부곡동,20180526,B등급,20160526
효문고가차도,교량,도로교량,19961009,1종,울산광역시 북구 진장동,20160527,B등급,20150626
강동교(상),교량,도로교량,20021031,2종,경상북도 영주시 평은면 평은리,20190627,B등급,20170627
강동교(하),교량,도로교량,20021031,2종,경상북도 영주시 평은면 평은리,20190627,B등급,20170627
내성천교,교량,도로교량,20021031,1종,경상북도 영주시 평은면 평은리,20180623,B등급,20160623
금락고가교,교량,도로교량,20020701,2종,경상북도 경산시 하양읍,20180924,B등급,20160924
부안IC1교(서울),교량,도로교량,20020730,2종,전라북도 부안군 동진면 하장리,20190617,B등급,20170617
횡계3교(강릉),교량,도로교량,20011217,2종,강원도 평창군 대관령면 횡계리,20190524,B등급,20170524
횡계4교(강릉),교량,도로교량,20011217,1종,강원도 평창군 대관령면 횡계리,20171221,B등급,20161121
흥정천교(강릉),교량,도로교량,19990819,1종,강원도 평창군 용평면 백옥포리,20171224,C등급,20151224
지석천2교,교량,도로교량,20020630,2종,전라남도 화순군 능주면 원지리,20180613,B등급,20160613
연양철도육교,교량,도로교량,20020630,1종,전라남도 화순군 화순읍 연양리,20170719,B등급,20150719
화순천교,교량,도로교량,20020630,2종,전라남도 화순군 화순읍 대리,20180613,B등급,20160613
조령4교(부산),교량,도로교량,20030502,2종,충청북도 옥천군 동이면,20181130,B등급,20161130
하남JCT1교(퇴계원1),교량,도로교량,20020928,1종,경기도 하남시 춘궁동,20181223,B등급,20161223
신안교(상),교량,도로교량,20010803,2종,전라남도 해남군 해남읍 신안리,20170719,B등급,20150719
파정육교(인천1),교량,도로교량,20010510,1종,경기도 수원시 장안구 파장동,20181223,B등급,20161223
신안교(하),교량,도로교량,20010803,2종,전라남도 해남군 해남읍 신안리,20170719,B등급,20150719
송서1교,교량,도로교량,20021231,2종,경상북도 청도군 풍각면 덕양리,20190823,B등급,20170823
용종2교(일산),교량,도로교량,19991217,1종,인천광역시 계양구 용종동,20171219,B등급,20151219
구룡교,교량,도로교량,20021130,1종,서울특별시 마포구 상암동,20180205,B등급,20160205
상안교,교량,도로교량,20021225,2종,울산광역시 북구 상안동,20190630,B등급,20170630
달천교(부산),교량,도로교량,20011231,2종,경상남도 창원시 의창구 북면 외감리,20180930,B등급,20160930
"강서낙동강교(부산,신)",교량,도로교량,19981109,1종,부산광역시 강서구 대저1동,20181227,B등급,20161227
가곡교(하),교량,도로교량,20021217,1종,충청북도 청주시 청원구 오창읍 괴정리,20181018,B등급,20170623
공지천교,교량,도로교량,20021226,1종,강원도 춘천시 근화동,20171218,B등급,20151218
서창JCT3교(1),교량,도로교량,19971219,1종,인천광역시 남동구 서창동,20181203,B등급,20161203
서하남IC1교,교량,도로교량,20020928,2종,경기도 하남시 감북동,20190706,B등급,20170706
원향사지교(여주),교량,도로교량,20021220,2종,경기도 여주시 점동면 원부리,20181228,B등급,20161228
원향사지교(내서),교량,도로교량,20021220,2종,경기도 여주시 점동면 원부리,20181228,B등급,20161228
섬진강교(순천),교량,도로교량,19921207,1종,전라남도 광양시 진월면 신아리,20171123,B등급,20151228
만운2교(춘천),교량,도로교량,19991209,2종,경상북도 안동시 풍산읍 만운리,20190511,B등급,20170511
원평교,교량,도로교량,20020514,1종,강원도 춘천시 사북면 원평리,20170623,B등급,20160922
마성IC3교,교량,도로교량,19941213,1종,경기도 용인시 처인구 포곡읍 마성리,20181223,C등급,20161223
진동2교,교량,도로교량,20021126,2종,강원도 인제군 기린면 진동리,20180310,B등급,20160310
수계1교(춘천),교량,도로교량,19991209,2종,경상북도 예천군 보문면 수계리,20171228,B등급,20151228
금호3교(부산),교량,도로교량,19951231,2종,경상북도 경산시 하양읍 남하들길,20181229,A등급,20151229
영산강교(순천방향),교량,도로교량,19860911,2종,광주광역시 광산구 신창동,20171224,C등급,20151224
수철교(춘천),교량,도로교량,20011219,1종,경상북도 영주시 풍기읍 수철리,20181203,B등급,20161203
대미원천교(강릉방향),교량,도로교량,19990820,1종,강원도 횡성군 우천면 오원리,20171224,C등급,20151224
충주IC2교(여주),교량,도로교량,20021220,2종,충청북도 충주시 대소원면 장성리,20180829,B등급,20160829
진부IC교(강릉),교량,도로교량,19991127,1종,강원도 평창군 진부면 상진부리,20171224,C등급,20151224
진부교(강릉),교량,도로교량,19991127,1종,강원도 평창군 진부면 하진부리,20171224,B등급,20151224
상대3교(강릉방향),교량,도로교량,19991115,1종,강원도 횡성군 우천면 상대리,20171224,B등급,20151224
공덕I.C교(상),교량,도로교량,20020630,2종,전라북도 김제시 공덕면 공덕리,20190623,B등급,20170623
광안대교,교량,도로교량,20030228,1종,부산광역시 수영구 남천동,20171224,B등급,20160628
쇠문육교(순천),교량,도로교량,19921207,2종,전라남도 광양시 중군동,20171228,B등급,20151228
용전1교(내서),교량,도로교량,20021220,2종,충청북도 충주시 중앙탑면 용전리,20171211,B등급,20151211
서천교(천안),교량,도로교량,19960915,2종,전라남도 순천시 서면 동산리,20180630,B등급,20160630
송탄교(제천),교량,도로교량,20021226,1종,경기도 평택시 지제동,20171203,B등급,20151203
해창철교(평택),교량,도로교량,20021226,1종,경기도 평택시 고덕면 해창리,20171203,B등급,20151203
유강과선교(상),교량,도로교량,20021231,1종,경상북도 포항시 남구 연일읍 유강리,20180622,B등급,20170626
안산JCT1교(강릉1),교량,도로교량,20010510,1종,경기도 안산시 부곡동,20171111,B등급,20161111
신양1교(춘천),교량,도로교량,19991209,2종,경상북도 안동시 풍산읍 신양리,20171222,B등급,20151222
두산2교(춘천),교량,도로교량,20011219,2종,경상북도 영주시 봉현면 두산리,20190511,B등급,20170511
대신과선교,교량,도로교량,20020630,2종,경상북도 김천시 아포읍 대신리,20180718,B등급,20160718
청미천교(여주),교량,도로교량,20021220,1종,경기도 여주시 점동면 원부리,20181226,B등급,20161226
서순천IC교(순천),교량,도로교량,19961216,1종,전라남도 순천시 서면 동산리,20171222,B등급,20151222
홍천대교,교량,도로교량,20021230,1종,강원도 홍천군 홍천읍 하오안리,20170623,B등급,20160922
팔결교(하),교량,도로교량,20021217,1종,충청북도 청주시 상당구 외평동,20170824,C등급,20150824
왕숙천2교(판교1),교량,도로교량,20021220,1종,경기도 남양주시 도농동,20191223,A등급,20161223
금당교(내서),교량,도로교량,20021220,2종,경기도 여주시 가남읍 금당리,20180520,B등급,20160520
현리2교,교량,도로교량,20021226,2종,경상북도 영양군 영양읍 현리,20180724,B등급,20160724
신논산대교,교량,도로교량,19991227,1종,충청남도 논산시 부창동,20171126,B등급,20151126
부창2교,교량,도로교량,19991201,2종,충청남도 논산시 부창동,20190706,B등급,20170706
대야미육교(강릉1),교량,도로교량,20010510,1종,경기도 군포시 대야미동,20181226,B등급,20161226
석곡2교(천안),교량,도로교량,19960905,1종,전라남도 곡성군 석곡면 석곡리,20171228,B등급,20151228
금당교(여주),교량,도로교량,20021220,2종,경기도 여주시 가남읍 금당리,20180909,B등급,20160909
동창교(퇴계원1),교량,도로교량,20021220,1종,경기도 구리시 인창동,20181223,B등급,20161223
감곡IC5교(내서),교량,도로교량,20021220,2종,충청북도 음성군 감곡면 상우리,20180902,B등급,20160902
양화대교(상류),교량,도로교량,20020814,1종,서울특별시 마포구 양화로,20180122,B등급,20161225
하문교,교량,도로교량,20021226,2종,충청북도 괴산군 감물면 이담리,20180321,B등급,20160321
광교교(인천1),교량,도로교량,20010510,2종,경기도 수원시 장안구 광교산로374번길,20190710,B등급,20170710
상우1교(내서),교량,도로교량,20021220,2종,충청북도 음성군 감곡면 상우리,20180903,B등급,20160903
복현교(상),교량,도로교량,20021217,2종,충청북도 청원군 오창면 복현리,20180829,B등급,20160829
팔결교(상),교량,도로교량,20021217,1종,충청북도 청주시 상당구 외평동,20170824,B등급,20150824
면온IC교(강릉),교량,도로교량,19990819,2종,강원도 평창군 봉평면 면온리,20180426,B등급,20160426
여주JCT1교,교량,도로교량,20021220,1종,경기도 여주시 가남읍 본두리,20181226,B등급,20161226
금강3교(부산),교량,도로교량,20030502,1종,충청북도 옥천군 동이면 우산리,20181213,B등급,20161213
금강1교(서울1),교량,도로교량,19891231,2종,충청북도 청주시 서원구 현도면 양지리,20190716,B등급,20170716
금강1교(부산1),교량,도로교량,19930731,2종,충청북도 청주시 서원구 현도면 양지리,20190715,B등급,20170715
금강1교(서울2),교량,도로교량,19981216,2종,충청북도 청주시 서원구 현도면 양지리,20190716,C등급,20170716
박달2교(목포1),교량,도로교량,20011121,1종,경기도 안양시 만안구 박달동,20181226,B등급,20161226
보광1교(강릉),교량,도로교량,20011217,1종,강원도 강릉시 성산면 보광리,20171221,B등급,20160610
홍암3교,교량,도로교량,20021231,1종,전라남도 강진군 강진읍 서성리,20180817,B등급,20170717
신성1교,교량,도로교량,20021231,2종,전라남도 강진군 강진읍 평동리,20180613,B등급,20160613
매여천교(부산),교량,도로교량,19921227,1종,대구광역시 동구 용계로,20171222,B등급,20151222
조양교,교량,도로교량,20000430,2종,전라남도 장흥군 장동면 조양리,20180417,B등급,20160417
양상교(인천1),교량,도로교량,20011024,2종,경기도 안산시 상록구 양상동,20190717,B등급,20170717
목동교동측I.C,교량,도로교량,19871230,2종,서울특별시 영등포구 양평동,20181130,B등급,20161130
죽림1교(서울),교량,도로교량,20020730,2종,전라북도 부안군 백산면 죽림리,20180901,B등급,20160901
문정교,교량,도로교량,20021031,1종,경상북도 영주시 조암동,20180909,B등급,20170627
공덕대교(상),교량,도로교량,20020630,1종,전라북도 김제시 공덕면 저산리,20181015,B등급,20170724
장성IC2교,교량,도로교량,20021220,2종,전라남도 장성군 장성읍 단광리,20180923,B등급,20160923
하구암2교(내서),교량,도로교량,20021220,2종,충청북도 충주시 중앙탑면 하구암리,20180827,B등급,20160827
평창교,교량,도로교량,20021031,1종,강원도 평창군 평창읍 하리,20180630,B등급,20170427
보성강교(순천),교량,도로교량,19961210,2종,전라남도 순천시 주암면 궁각리,20180912,B등급,20160912
평동교,교량,도로교량,19991130,2종,광주광역시 광산구 소촌동,20170814,B등급,20150814
탑천교(하),교량,도로교량,20020630,2종,전라북도 군산시 대야면 광교리,20190724,B등급,20170724
새터교(하),교량,도로교량,20021031,2종,경상북도 영주시 평은면 오운리,20180623,B등급,20160623
동화육교(강릉방향),교량,도로교량,19941231,2종,강원도 원주시 문막읍 동화리,20190628,B등급,20170628
오암3교(춘천),교량,도로교량,19991209,2종,경상북도 예천군 보문면 오암리,20181230,B등급,20161230
구 안성천교,교량,도로교량,19571231,2종,충청남도 천안시 서북구 성환읍 신가리,20190621,C등급,20170621
학동교(상),교량,도로교량,20020831,2종,전라북도 김제시 백구면 석담리,20190623,B등급,20170623
진위천교(서울),교량,도로교량,19930729,2종,경기도 용인시 처인구 남사면 봉명리,20190428,B등급,20170428
학동교(하),교량,도로교량,20020831,2종,전라북도 김제시 백구면 석담리,20190623,B등급,20170623
전구2교(춘천),교량,도로교량,20011219,2종,경상북도 영주시 풍기읍 창락리,20171228,B등급,20151228
면온천교(강릉),교량,도로교량,19990819,2종,강원도 평창군 봉평면 면온리,20180424,B등급,20160424
진위천교(평택),교량,도로교량,20021226,1종,경기도 평택시 고덕면 해창리,20171203,B등급,20151203
자포곡교(강릉),교량,도로교량,19991110,2종,강원도 횡성군 둔내면 자포곡리,20171125,B등급,20151125
온수교(내서),교량,도로교량,20021220,2종,충청북도 충주시 대소원면 완오리,20180823,B등급,20160823
상대1교(강릉방향),교량,도로교량,19990819,2종,강원도 횡성군 우천면 상대리,20171208,B등급,20151208
안산JCT3교(인천1),교량,도로교량,20010510,2종,경기도 안산시 상록구 부곡동,20190324,B등급,20170324
문촌1교(여주),교량,도로교량,20021220,2종,충청북도 음성군 감곡면 문촌리,20190830,A등급,20160830
비월교(천안),교량,도로교량,19960815,2종,전라남도 순천시 서면 비월리,20171228,B등급,20151228
탑동고가교,교량,도로교량,20021226,1종,충청남도 당진시 채운동,20180907,B등급,20170522
"강서낙동강교(춘천,신)",교량,도로교량,19981109,1종,부산광역시 강서구 대저1동,20181227,B등급,20161227
황정교,교량,도로교량,20021209,2종,경상북도 영천시 금호읍 황정리,20180411,C등급,20160411
안면연육교,교량,도로교량,19701230,2종,충청남도 태안군 남면 신온리,20171213,C등급,20151213
대야미육교(인천1),교량,도로교량,20010510,1종,경기도 군포시 대야미동,20181226,B등급,20161226
창정교,교량,도로교량,20020620,2종,충청남도 태안군 안면읍 정당리,20171213,B등급,20151213
만의1교(일산),교량,도로교량,19991214,2종,인천광역시 남동구 장수동,20181111,B등급,20161111
안금천교(여주),교량,도로교량,20021220,2종,경기도 여주시 가남읍 안금리,20180917,B등급,20160917
연대교(내서),교량,도로교량,20021220,2종,경기도 여주시 가남읍 연대리,20190916,A등급,20160916
안산JCT3교(강릉1),교량,도로교량,20010522,2종,경기도 안산시 상록구 부곡동,20190324,B등급,20170324
계성천교,교량,도로교량,20021224,2종,경상남도 창녕군 계성면 사리,20180809,B등급,20160809
동창교(판교1),교량,도로교량,20021220,1종,경기도 구리시 인창동,20181223,B등급,20161223
헌릉교(판교1),교량,도로교량,20020928,1종,서울특별시 송파구 장지동,20181223,B등급,20161223
헌릉교(퇴계원1),교량,도로교량,20020928,1종,서울특별시 송파구 장지동,20181223,B등급,20161223
동마산IC1교,교량,도로교량,20021217,1종,경상남도 창원시 마산회원구 구암동,20170904,B등급,20150904
용정1교(부산),교량,도로교량,20011231,2종,경상남도 함안군 칠원면 용정리,20191101,A등급,20161101
장유IC1육교,교량,도로교량,20020707,2종,경상남도 김해시 무계동,20180526,B등급,20160526
거여고가교(퇴계원1),교량,도로교량,19911207,1종,서울특별시 송파구 거여동,20181223,C등급,20161223
싯계교,교량,도로교량,20021022,1종,충청북도 충주시 살미면 향산리,20180620,B등급,20170413
신곡2교(일산),교량,도로교량,19971031,1종,경기도 김포시 고촌읍 신곡리,20171206,B등급,20151206
신효2교(내서),교량,도로교량,20021220,2종,충청북도 충주시 노은면 신효리,20180830,B등급,20160830
신효2교(여주),교량,도로교량,20021220,2종,충청북도 충주시 노은면 신효리,20180829,B등급,20160829
왕숙천1교(판교1),교량,도로교량,20021220,1종,경기도 구리시 토평동,20181223,B등급,20161223
사천대교,교량,도로교량,20070601,1종,경상남도 사천시 서포면,20180601,B등급,20161216
용산1교,교량,도로교량,20070710,2종,전라북도 고창군 부안면 용산리,20190626,B등급,20170626
녹명2교,교량,도로교량,20021231,2종,경상북도 청도군 각남면 녹명리,20190812,B등급,20170812
가곡교(상),교량,도로교량,20021217,1종,충청북도 청주시 청원구 오창읍 괴정리,20181018,B등급,20170623
부곡철육교(인천1),교량,도로교량,20010510,1종,경기도 군포시 번영로69번길,20181226,C등급,20161226
월포대교,교량,도로교량,20020529,1종,전라북도 진안군 상전면 월포리,20180622,C등급,20170716
영천강 1교,교량,도로교량,20021222,1종,경상남도 진주시 문산읍 옥산리,20180215,B등급,20160215
성북교,교량,도로교량,20011129,2종,충청남도 서천군 비인면 성북리,20181010,C등급,20161010
억만교(순천),교량,도로교량,19921207,2종,전라남도 광양시 광양읍 사곡리,20171228,B등급,20151228
검상교,교량,도로교량,20021228,1종,충청남도 공주시 검상동,20180420,C등급,20160420
효자교,교량,도로교량,20021228,1종,충청남도 공주시 봉정동,20180226,B등급,20160226
수룡교(내서),교량,도로교량,20021220,2종,충청북도 충주시 노은면 수룡리,20180415,B등급,20160415
영동대교북단램프E교,교량,도로교량,20070531,1종,서울특별시 성동구 성수동2가,20180531,B등급,20161111
동산고가다리,교량,도로교량,20021130,1종,전라북도 전주시 덕진구 고랑동,20180930,C등급,20160930
만종육교(춘천),교량,도로교량,19941212,2종,강원도 원주시 호저면 만종리,20181226,C등급,20161226
목계대교,교량,도로교량,20021224,1종,충청북도 충주시 엄정면 목계리,20180626,B등급,20170714
신성1교,교량,도로교량,20021231,1종,전라남도 순천시 해룡면 신성리,20190116,B등급,20170116
세풍고가교,교량,도로교량,20021231,2종,전라남도 광양시 광양읍 세풍리,20181130,B등급,20161130
안성교,교량,도로교량,20021218,2종,경상남도 합천군 묘산면 안성리,20181223,B등급,20161223
감곡IC5교(여주),교량,도로교량,20021220,2종,충청북도 음성군 감곡면 상우리,20190417,B등급,20170417
둔치2호교,교량,도로교량,20020228,1종,부산광역시 강서구 생곡동,20171117,B등급,20161227
상일IC교(퇴계원),교량,도로교량,20010501,1종,서울특별시 강동구 상일동,20171111,B등급,20170507
문촌3교(여주),교량,도로교량,20021220,2종,충청북도 음성군 감곡면 문촌리,20190830,A등급,20160830
간석고가교,교량,도로교량,20011231,1종,인천광역시 남동구 간석동,20190929,B등급,20170929
화명2호교,교량,도로교량,20010723,2종,부산광역시 북구 화명동,20190613,B등급,20170613
노동교(춘천),교량,도로교량,19950925,2종,경상북도 안동시 풍산읍 노리,20180620,B등급,20160620
이수고가도로,교량,도로교량,20011215,1종,서울특별시 동작구 동작동,20181125,B등급,20161125
탄천교(판교1),교량,도로교량,20020928,2종,경기도 성남시 분당구 야탑동,20180812,B등급,20160812
탄천교(퇴계원1),교량,도로교량,20020928,2종,경기도 성남시 분당구 야탑동,20190521,B등급,20170521
강동대교(판교),교량,도로교량,20021220,1종,서울특별시 강동구 고덕동,20181223,B등급,20161223
단평3교(내서),교량,도로교량,20021220,2종,충청북도 음성군 감곡면 단평리,20190904,A등급,20160904
무수4교(비룡),교량,도로교량,20001223,2종,대전광역시 중구 무수동,20181130,B등급,20161130
입장천교(서울0),교량,도로교량,19841231,2종,충청남도 천안시 입장면 가산리,20190416,B등급,20170416
외하2교(서울),교량,도로교량,20020730,2종,전라북도 부안군 부안읍 외하리,20180831,B등급,20160831
안산JCT6교(목포1),교량,도로교량,19961129,2종,경기도 안산시 상록구 부곡동,20180527,B등급,20160527
안산JCT6교(목포2),교량,도로교량,20010510,2종,경기도 안산시 상록구 부곡동,20180527,B등급,20160527
유강과선교(하),교량,도로교량,20021231,1종,경상북도 포항시 남구 연일읍 유강리,20180622,B등급,20170626
왕산4교(강릉),교량,도로교량,20011217,1종,강원도 강릉시 왕산면 왕산리,20171221,B등급,20161127
왕산5교(강릉),교량,도로교량,20011217,1종,강원도 강릉시 왕산면 왕산리,20171221,B등급,20161127
칠괴교(제천),교량,도로교량,20021226,2종,경기도 평택시 칠괴동,20190614,B등급,20170614
죽림1교(목포),교량,도로교량,20020730,2종,전라북도 부안군 백산면 죽림리,20180901,B등급,20160901
행정교(천안),교량,도로교량,19960818,1종,전라남도 순천시 주암면 행정리,20171228,B등급,20151228
목과철도육교(상),교량,도로교량,20020831,1종,전라북도 김제시 백구면 부용리,20181015,B등급,20170623
연반1교(천안),교량,도로교량,19960827,1종,전라남도 곡성군 석곡면 연반리,20171228,B등급,20151228
목과철도육교(하),교량,도로교량,20020831,1종,전라북도 김제시 백구면 부용리,20181015,B등급,20170623
장동교(순천),교량,도로교량,19921207,2종,전라남도 광양시 옥곡면 신금리,20180630,B등급,20160630
속사교(강릉),교량,도로교량,19990819,1종,강원도 평창군 용평면 속사리,20171224,C등급,20151224
원월철육교(부산),교량,도로교량,19921207,1종,전라남도 광양시 옥곡면 원월리,20171222,B등급,20151222
안성JCT2교,교량,도로교량,20021226,1종,경기도 안성시 원곡면 외가천리,20171204,B등급,20151204
지석천1교,교량,도로교량,20020630,1종,전라남도 화순군 한천면 모산리,20170531,B등급,20150531
능주철도육교,교량,도로교량,20020630,1종,전라남도 화순군 능주면 관영리,20170531,B등급,20150531
능주IC교,교량,도로교량,20020630,2종,전라남도 화순군 능주면 정남리,20180613,B등급,20160613
번천2교(통영),교량,도로교량,19871130,2종,경기도 광주시 중부면 하번천리,20181028,B등급,20161028
박산교(천안방향),교량,도로교량,20021229,2종,전라남도 장성군 북일면 박산리,20171214,B등급,20151214
상산곡교(하남1),교량,도로교량,20011130,2종,경기도 하남시 상산곡동,20180826,B등급,20160826
오대천교(강릉),교량,도로교량,19991127,1종,강원도 평창군 진부면 상진부리,20171224,C등급,20151224
왕산1교(강릉),교량,도로교량,20011217,2종,강원도 강릉시 왕산면 왕산리,20190615,B등급,20170615
왕산2교(강릉),교량,도로교량,20011217,1종,강원도 강릉시 왕산면 왕산리,20171221,B등급,20161125
왕산3교(강릉),교량,도로교량,20011217,2종,강원도 강릉시 왕산면 왕산리,20190620,B등급,20170620
죽령교(춘천),교량,도로교량,20011219,1종,경상북도 영주시 풍기읍 수철리,20181203,B등급,20161203
풍산대교(춘천),교량,도로교량,19950925,1종,경상북도 안동시 남후면 검암리,20171228,B등급,20151228
호문철교(춘천),교량,도로교량,19991209,1종,경상북도 영주시 장수면 호문리,20171222,B등급,20151222
백옥포교(강릉),교량,도로교량,19990819,2종,강원도 평창군 용평면 백옥포리,20170925,B등급,20150925
단평3교(여주),교량,도로교량,20021220,2종,충청북도 음성군 감곡면 단평리,20190904,A등급,20160904
흥덕천교(목포),교량,도로교량,20020730,2종,전라북도 부안군 부안읍 모산리,20180902,B등급,20160902
고탄교(신),교량,도로교량,20020930,2종,경기도 연천군 전곡읍,20180627,B등급,20160627
인천교(서울),교량,도로교량,19981202,2종,인천광역시 서구 가좌동,20180905,B등급,20160905
화병교,교량,도로교량,20020517,2종,강원도 영월군 한반도면 후탄리,20180608,B등급,20160608
시곡교,교량,도로교량,20021226,1종,충청남도 당진시 시곡동,20180523,B등급,20170508
사평교,교량,도로교량,20021231,1종,충청북도 괴산군 칠성면 사평리,20170818,B등급,20150818
압록교,교량,도로교량,20030829,2종,전라남도 곡성군 오곡면,20180620,B등급,20160620
삼천포 RAMP-A교,교량,도로교량,20030515,1종,경상남도 사천시 대방동,20181002,B등급,20170630
삼천포 RAMP-B교,교량,도로교량,20030515,1종,경상남도 사천시 대방동,20181002,B등급,20170630
도평교(섬들교),교량,도로교량,20030630,2종,경기도 광주시 초월면 도평리,20190404,B등급,20170404
전곡교,교량,도로교량,19970801,1종,경기도 연천군 전곡읍,20171207,B등급,20160627
대관교,교량,도로교량,20011231,1종,경상남도 진주시 대평면 대평리,20171202,B등급,20161220
위천2교,교량,도로교량,19921118,2종,경상남도 거창군 위천면 장기리,20181216,B등급,20161216
묵곡교,교량,도로교량,19991125,2종,경상남도 산청군 단성면 묵곡리,20181108,B등급,20161108
도신육교,교량,도로교량,20030411,1종,경기도 연천군 신서면 도신리,20180627,B등급,20160627
학동교,교량,도로교량,20030630,2종,전라남도 담양군 담양읍 학동리,20180628,B등급,20160628
전동과선교,교량,도로교량,19991231,2종,세종특별자치시  전동면 노장리,20190626,B등급,20170626
동진교,교량,도로교량,20020109,1종,경상남도 고성군 동해면 외산리,20180215,B등급,20160215
서운JC R-G교(1),교량,도로교량,19980725,1종,인천광역시 계양구 서운동,20181130,B등급,20161130
청미천교,교량,도로교량,20021231,1종,충청북도 음성군 감곡면 주천리,20180530,C등급,20170615
소오목교,교량,도로교량,20020617,2종,강원도 영월군 한반도면 광전리,20180608,B등급,20160608
백산교,교량,도로교량,20020629,2종,전라북도 순창군 순창읍 백산리,20190627,B등급,20170627
백산2교,교량,도로교량,20020629,1종,전라북도 순창군 순창읍 백산리,20180510,B등급,20170627
금복교,교량,도로교량,19991223,2종,전라북도 순창군 순창읍 복실리,20190627,B등급,20170627
삼천포 접속교,교량,도로교량,20030515,1종,경상남도 사천시 대방동,20181002,B등급,20170630
신천교(신),교량,도로교량,20020509,2종,강원도 영월군 한반도면 신천리,20180608,B등급,20160608
용비교,교량,도로교량,20030731,1종,서울특별시 성동구 금호동4가,20180205,B등급,20160205
왜관교,교량,도로교량,20020914,1종,경상북도 칠곡군 왜관읍 석전리,20170518,B등급,20150518
단항교,교량,도로교량,20030515,2종,경상남도 남해군 창선면 대벽리,20171222,B등급,20151222
용당교,교량,도로교량,20021213,2종,충청남도 부여군 구룡면 용당리,20180722,B등급,20160722
왕숙천교,교량,도로교량,20030712,2종,경기도 구리시 인창동,20180620,C등급,20160620
도농IC제1육교,교량,도로교량,20030712,2종,경기도 남양주시 일패동,20190622,B등급,20170622
도농 IC 제2육교,교량,도로교량,20030712,2종,경기도 남양주시 일패동,20190622,B등급,20170622
RAMP-B육교,교량,도로교량,20030712,2종,경기도 남양주시 일패동,20190627,B등급,20170627
청덕교,교량,도로교량,20030614,2종,경상남도 합천군 청덕면 가현리,20190414,B등급,20170414
감곡IC교(여주),교량,도로교량,20021220,1종,충청북도 음성군 감곡면 상우리,20181226,B등급,20161226
청미천교(내서),교량,도로교량,20021220,1종,경기도 여주시 점동면 원부리,20181226,B등급,20161226
죽림육교(순천),교량,도로교량,19921207,2종,전라남도 광양시 광양읍 죽림리,20171222,B등급,20151222
건건교(목포),교량,도로교량,19961112,1종,경기도 안산시 상록구 팔곡일동,20181206,B등급,20170601
보촌대교,교량,도로교량,20030630,1종,전라남도 담양군 고서면 보촌리,20180613,B등급,20160613
신설녹산교,교량,도로교량,19971231,2종,부산광역시 강서구 녹산동,20180515,B등급,20160515
판사2교,교량,도로교량,20020723,1종,경상북도 영양군 수비면 송하리,20180519,B등급,20170523
소매곡교,교량,도로교량,20020725,2종,강원도 홍천군 북방면 소매곡리,20171228,B등급,20151228
연박2교,교량,도로교량,20020702,2종,충청북도 제천시 봉양읍 연박리,20180502,B등급,20160502
두학1교,교량,도로교량,20021122,2종,충청북도 제천시 두학동,20180623,B등급,20160623
두학2교,교량,도로교량,20021122,2종,충청북도 제천시 두학동,20180623,B등급,20160623
두학3교,교량,도로교량,20021122,1종,충청북도 제천시 두학동,20180617,B등급,20170622
신외항 신항교,교량,도로교량,20001227,1종,전라남도 영암군 삼호읍 용당리,20181004,B등급,20161004
신번영교,교량,도로교량,20030130,1종,울산광역시 남구 신정동,20180630,B등급,20160630
상포교,교량,도로교량,20011231,2종,경상남도 의령군 낙서면 아근리,20180404,B등급,20160404
옥계대교,교량,도로교량,20010922,2종,강원도 횡성군 서원면 옥계리,20180314,C등급,20160314
추동2교,교량,도로교량,20031231,1종,강원도 횡성군 우천면 용둔리,20170720,B등급,20150720
금호2교(서울),교량,도로교량,20031229,1종,대구광역시 북구 검단북로41길,20171229,B등급,20151229
원정구름다리,교량,도로교량,20040504,2종,대전광역시 서구 원정동,20171017,B등급,20151017
용암교,교량,도로교량,20030904,2종,충청북도 영동군 황간면 용암리,20190607,B등급,20170607
월릉I.C 화랑로 접속램프,교량,도로교량,20021130,2종,서울특별시 중랑구 묵2동,20181114,B등급,20161114
원덕교,교량,도로교량,19911231,2종,경기도 양평군 개군면 공세리,20190902,B등급,20170902
흑천교,교량,도로교량,19721231,2종,경기도 양평군 양평읍 회현리,20181209,B등급,20161209
수원역 고가도로교,교량,도로교량,20030630,1종,경기도 수원시 권선구 평동,20180416,B등급,20160416
